,Unnamed: 0,twitterid,Date,User,Tweet,source,likes,replycount,retweets
1428,428,1.22E+18,11-01-2020,KeishaLouise6,Can someone give this guy a slap in the face or put him on the same room with the #coronavirus victim! He's clearly nuts! China is recognized around the world as the ground zero and source of this virus. He surely needs some sort of reality check on this Bobong Go https://t.co/pK3IjiHwZw,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",254,4,109
1429,429,1.22E+18,11-01-2020,EvanKirstel,"#Nurses are heroes: This nurse on the #Coronavirus frontlines contracted the disease and fell ill. After recovering, the first thing she wanted to do is get back to work #WuhanVirus #新型肺炎 @IrmaRaste @WheezyNurse #CoronavirusOutbreak #WuhanOutbreak https://t.co/pyz1HM31VN","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",152,6,76
1430,430,1.22E+18,11-01-2020,ANI,"Delhi: Five more patients, 4 men and a woman, have been admitted at Ram Manohar Lohia Hospital for suspected #coronavirus case. They have been kept at isolation ward of the hospital. They had returned from China.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",891,61,367
1431,431,1.22E+18,11-01-2020,DrJessTaylor,"Sooooo, what’s coronavirus a diversion for?","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",187,32,15
1432,432,1.22E+18,11-01-2020,ABSCBNNews,"China travel ban 'vital' in preventing 2019-#nCoV outbreak in PH: health expert
#coronavirus https://t.co/GAHpLoNd1p","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",154,16,32
1433,433,1.22E+18,11-01-2020,erin_mawhinney,Coronavirus has lead to ~150 deaths primarily concentrated in the origin region but regular ole influenza kills 3500+ people a year in much less population dense Canada and people still will buy a hazmat suit before they will get a basic flu shot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",117,0,21
1434,434,1.22E+18,11-01-2020,chicagotribune,"The coronavirus outbreak is showing us the dangers of Xi’s authoritarian model, for China and the world.

From the New York Times.

https://t.co/i5oJerG4kh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",889,60,753
1435,435,1.22E+18,11-01-2020,RadicalCath,"If the Wuhan Coronavirus comes to Europe en force, could someone please start making these masks again? Maybe with an updated filtration system in the beak? Thanks. https://t.co/XfPdhaaHUr","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",177,10,41
1436,436,1.22E+18,11-01-2020,SethAMandel,"CNN just teased a segment on a cruise ship stranded with thousands on it because of fears of coronavirus, then went immediately to a commercial for MSC Cruises. Something tells me they will be hearing from that advertiser.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",196,9,23
1437,437,1.22E+18,11-01-2020,XHNews,A physician from the army spent his 55th birthday while aiding the fight against the coronavirus outbreak in Wuhan. Find out what his birthday wishes are. #pneumonia https://t.co/eHSJ7IguYl,"<a href=""http://static.cms.xinhua-news.cn/sm/twitterxinhuanewsagency/"" rel=""nofollow"">China Xinhua News</a>",285,22,60
1438,438,1.22E+18,11-01-2020,gerrieyaki,"fellow asian diaspora— while the coronavirus outbreak has dredged up anti-asian sentiment, i beg you: the answer is not in distancing ourselves as different from mainland asia or throwing china under the bus, but rather in interrogating and attacking the racist narrative itself","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1178,6,273
1439,439,1.22E+18,11-01-2020,fd_abeeer,"He is a doctor ❤
This is the moment, before he leaves his wife to Wuhan, treat coronovirus patients. This is a coronovirus suicide mission and many of these brave doctors and nurses won't come back to their loved ones. ""God bless them"". 
#coronavirus #كورونا https://t.co/eupx78hDN4","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",621,25,152
1440,440,1.22E+18,11-01-2020,CheriJacobus,"True.  If Wilbur Ross dies from the coronavirus, it opens up the job of Secretary of Death to another Trump thug. https://t.co/OUmFru2blx","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",435,38,65
1441,441,1.22E+18,10-01-2020,YAppelbaum,"A warning from @RonaldKlain, who led the fight against Ebola: There are many competent officials in the federal government who can take on Coronavirus—if Trump lets them https://t.co/3SNPaWCEQ3","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",396,31,216
1442,442,1.22E+18,10-01-2020,wtfsushit,"“you don’t look chinese” 

oh sorry, i forgot to bring my coronavirus for you https://t.co/ONUahDIST4","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",298,1,153
1443,443,1.22E+18,10-01-2020,ekeson_junior,This Tweet from @ekeson_junior has been withheld in response to a report from the copyright holder. Learn more.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",186,25,90
1444,444,1.22E+18,10-01-2020,UtdAlii,Crazy how Roche have already created a Virus test to speed up screening of patients with Coronavirus. Trying to detect patients as early as possible to keep the sick ones away from the healthy ones.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",145,2,1
1445,445,1.22E+18,10-01-2020,Akfamilyhome,"By the way, I figured I'd mention something about that coronavirus: I'm currently doing fine and have certainly been taking measures to avoid it! Will update you guys if something bad ever does happen, touch wood.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",355,8,9
1446,446,1.22E+18,10-01-2020,staronline,"It is not necessary to wear a #facemask for now since no human-to-human #transmission of the novel #coronavirus has occurred in #Malaysia, says infectious diseases consultant Dr Benedict Sim. https://t.co/FzC2tr7MKz","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",1274,77,1298
1447,447,1.22E+18,10-01-2020,nintendolife,"Switch Production Has Been Impacted By The Coronavirus Outbreak, Admits Nintendo https://t.co/Bznoja374U #NintendoSwitch #China #Health https://t.co/PyUFZrLEsF","<a href=""https://hookshot.media"" rel=""nofollow"">Hookshot CMS</a>",399,16,75
1448,448,1.22E+18,10-01-2020,nytimes,"Thousands of passengers on an Italian cruise ship were being blocked from disembarking over fears that a passenger might have contracted the coronavirus that has sickened more than 7,700 people in China https://t.co/pSw7ZAhBSp","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",282,22,136
1449,449,1.22E+18,10-01-2020,biannagolodryga,"SARS wiped $40 billion off global markets. The number of coronavirus cases (in just one month), has already topped the number of SARS cases. https://t.co/lUW0hA6nkE","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",349,38,209
1450,450,1.22E+18,10-01-2020,dangerezzwoman,AUC being the first place in egypt with coronavirus. i HAVE TO laugh. https://t.co/cxEShABtVU,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",117,11,21
1451,451,1.22E+18,09-01-2020,cullenroche,You dummies. Instead of panicking late and then buying a pandemic mask you could have just bought a really old house like me so you'd ALREADY own several industrial grade pandemic masks. https://t.co/swjbVkqcvb,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",120,22,1
1452,452,1.22E+18,09-01-2020,SCMPNews,The Wuhan coronavirus has now spread to all 31 regions of China. https://t.co/rQ1i2JuuIJ,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",185,4,189
1453,453,1.22E+18,09-01-2020,alexandermcdizz,You cant seriously be telling our countrymen na wag muna mag face mask after announcing that coronavirus has entered the philippines.  🥵 https://t.co/2SzYcxEkqm,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",224,3,47
1454,454,1.22E+18,09-01-2020,eighteenyards,"So, are we just not going to talk about how 6ixbuzz has been perpetuating racist stereotypes and trying to incite mass panic on IG over the new coronavirus?","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",305,9,109
1455,455,1.22E+18,09-01-2020,CP24,"JUST IN: Ontario public health officials say they are investigating 27 people for possible coronavirus infection, up from 23 yesterday. The number of confirmed cases in the province has stayed at two.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",626,48,362
1456,456,1.22E+18,09-01-2020,earthshakerph,"UPDATE: The World Health Organization (WHO) is convening today to discuss the novel #coronavirus outbreak. They're looking at the possibility of declaring this as ""international emergency"". 

Decision will be released at 2:30 AM tomorrow (Phil. Time).

https://t.co/yNlTTaUUZc","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",241,4,85
1457,457,1.22E+18,09-01-2020,jamois1014,"@owillis If Hillary was in office, KellyAnne would be standing next to stacks of blank paper purporting to prove that Hillary created coronavirus in a lab to murder everyone in red states","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",174,6,16
1458,458,1.22E+18,09-01-2020,soteikat,"in canada 500-1500 people die every year from influenza. you know, the one everyone knows about. 

coronavirus is a public health issue, sure. but that goes for all viruses. it's not an epidemic. irresponsible news reporting &amp; fear-mongering is rooted in racism.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",188,6,84
1459,459,1.22E+18,09-01-2020,RayDalio,"If you're interested in our early observations and thinking on the coronavirus and pandemics, you can read about it here: https://t.co/g8bbV1rZOe","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",304,11,90
1460,460,1.22E+18,09-01-2020,MightyKeef,Ok uhhh... so this coronavirus thing can chill now. It’s playing too much.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",595,19,29
1461,461,1.22E+18,09-01-2020,Tanya4367,"Kindly share this video for public awareness and guidelines!  Be safe everyone!

Novel Coronavirus (2019-nCoV) OUTBREAK PREVENTION AWARENESS! https://t.co/TTFkgcl2fn via @YouTube","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",201,15,107
1462,462,1.22E+18,09-01-2020,fuenke666,"@politico Next thing they'll be saying that coronavirus will help climate change because hey, less people.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1101,26,52
1463,463,1.22E+18,09-01-2020,Artski,"@politico That's not just cold, it's stupid.  What makes him think the coronavirus won't spread just a virulently to the US?  You can't quarantine a country the size of China or the US in today's world.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1140,23,63
1464,464,1.22E+18,08-01-2020,maroontito,The Philippine Government amidst the current Novel Coronavirus threat: https://t.co/0njinJNVFt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",163,0,47
1465,465,1.22E+18,08-01-2020,politico,Commerce Secretary Wilbur Ross says the coronavirus outbreak in China will help “accelerate the return of jobs to North America” https://t.co/dxwNSQRdax,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",819,1545,605
1466,466,1.22E+18,08-01-2020,HislopMD,"Dear naturopaths,

Please note, the coronovirus is a virus.

It’s not a ‘bacterial strain’. 👎

It literally says “virus” right there in the name, to help you. 😱

...coronaVIRUS. 😲

Ok, let’s summarize: putting the word “virus” in there was like...on purpose. 🤦‍♂️ https://t.co/tDAI0rtyqc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",931,35,212
1467,467,1.22E+18,08-01-2020,sardesairajdeep,News Today: 9 pm: I report from ground zero Jamia: what is the mood among the students after the gunman incident? Will the 'goli maaro' politics end? Should minister Thakur be sacked? Coronavirus updates: @IndiaToday news without the noise.,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",3160,246,475
1468,468,1.22E+18,08-01-2020,gorgeousnells,y’all silence the fact that black ppl been dealing w/ racism &amp; discrimination for a very long time. y’all are going so hard to fend for asians bcuz of the coronavirus but none of that energy was there when ebola was a thing. i hate this generation. we normalize too many things.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",111,5,49
1469,469,1.22E+18,08-01-2020,BarstoolU,He is taking no chances with the coronavirus (via ig:kolenhingsavath ) https://t.co/y3inDRdxll,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4770,56,369
1470,470,1.22E+18,08-01-2020,angela_hui,I'm writing a piece about the racialisation of epidemics. Have you witnessed or experienced racism in the wake of coronavirus? My DMs are open. RTs welcome!,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",128,4,92
1471,471,1.22E+18,08-01-2020,rapplerdotcom,"After the country's first case of novel #coronavirus was confirmed by the DOH, the city of Manila planned to distribute 500,000 masks to public school students from elementary to college levels. #nCoV

READ: https://t.co/RDdmANDyW3 https://t.co/a25nULnF8N","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",162,8,23
1472,472,1.22E+18,08-01-2020,WiseTakes,"If #coronavirus brings on the zombie apocalypse, I hope we get the slow ""Walking Dead"" Zombies and not those damn super-fast World War Z zombies. I can Eurostep the undead but I aint tryna be running full speed all the gotdamn time.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",211,19,103
1473,473,1.22E+18,08-01-2020,mattenme,coronavirus is the new hantavirus,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",215,1,20
1474,474,1.22E+18,07-01-2020,cowgoatbuff,#coronavirus Wuhan construction site fight https://t.co/a1emy7GRMp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",303,35,112
1475,475,1.22E+18,07-01-2020,DrTedros,I welcome Global Preparedness Monitoring Board's statement on new #coronavirus &amp; their call for: countries to invest in essential preparedness capacities to keep the world safe; &amp; for institutions to invest in R&amp;D of new tools to prevent &amp; stop the virus https://t.co/xBos8CeEsq,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",349,58,137
1476,476,1.22E+18,07-01-2020,ABSCBNNews,"2019-nCoV spreads to all of China's regions
#coronavirus #nCoV https://t.co/c7ybktSGXr","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",240,8,95
1477,477,1.22E+18,07-01-2020,rapplerdotcom,"As the Philippines confirmed its first case of novel #coronavirus, senators are urging the government to issue a temporary travel ban to and from China. #nCoV

READ: https://t.co/MmQfhchy28 https://t.co/cpwU66Oxzb","<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",1200,41,412
1478,478,1.22E+18,07-01-2020,caslernoel,If you had a major pandemic in the US and thousands were infected with a virus could you then declare martial law and suspend an election in the interest of ‘public safety’? I don’t trust Trump with this situation or any. Convict him in the Senate before it’s too late.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1081,42,250
1479,479,1.22E+18,07-01-2020,mowers,At the @StateDept I worked to end global infectious diseases. The Communist Government of China is clearly incapable of keeping their own citizens safe and unable to control Coronavirus. Time to halt non-essential travel from mainland China. #nhpolitics https://t.co/JWyl7KIIZS,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",173,25,45
1480,480,1.22E+18,07-01-2020,CNN,"Commerce Secretary Wilbur Ross says he believes the coronavirus outbreak in Wuhan, China, will help return jobs to the US and Mexico. https://t.co/v81VfScWcN","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",216,211,69
1481,481,1.22E+18,07-01-2020,kylegriffin1,"Commerce Secretary Wilbur Ross said the Chinese coronavirus — which has killed 170 in China and infected more than 7,700 people — could ""help"" to bring jobs to the United States because companies will be moving operations away from impacted areas. https://t.co/QSwsYuvWzi","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",736,545,536
1482,482,1.22E+18,06-01-2020,ChinaDaily,"#EverydayHero Medical workers from across the country are heading for Wuhan, the epicenter of the novel #coronavirus outbreak, to help the city overcome the crisis. #nCov https://t.co/F2GRhgNi3l","<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",1209,92,333
1483,483,1.22E+18,06-01-2020,PDChina,"The construction of 2nd makeshift hospital, Leishenshan, for #coronavirus patients in #Wuhan, the epicenter of #outbreak, is 40% completed.1,600 beds are planned in Leishenshan Hospital. https://t.co/KI3DVu3wua","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",909,54,421
1484,484,1.22E+18,06-01-2020,Jordan_Coombe,The Simpsons have done it again 🤯 #CoronaVirus https://t.co/OHBnmU0KKL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12432,183,3341
1485,485,1.22E+18,06-01-2020,LincolnsBible,"The least surprising thing is Wilbur Ross, the global mob’s dirty banker, drooling over a pandemic as a way to make money. https://t.co/XzhSEl2btP","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",318,11,174
1486,486,1.22E+18,06-01-2020,RonaldKlain,"The Trump cabinet on #coronavirus response thus far:

@SecAzar:  Smart, experienced, seems to be taking wise steps.

@SecretaryRoss:  Perhaps the worst comment ever by a government official about an epidemic

https://t.co/z2qk0TK4Pq","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",166,21,67
1487,487,1.22E+18,06-01-2020,XHNews,China sees more patients recover from novel coronavirus pneumonia https://t.co/tb7AJHtmIX https://t.co/lxl4gLLPaa,"<a href=""http://static.cms.xinhua-news.cn/sm/twitterxinhuanewsagency/"" rel=""nofollow"">China Xinhua News</a>",292,15,88
1488,488,1.22E+18,06-01-2020,LYRACYST,"This coronavirus is causing so many deaths. I see the number rising everyday. Its gone from 20/30 to 170 deaths, and the virus is still spreading.. May Allah (swt) protect us all.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",118,0,18
1489,489,1.22E+18,06-01-2020,rapplerdotcom,"LOOK: A sign that reads ""No mask, no entry"" is posted by the entrance of the San Lazaro Hospital in Manila, following the confirmation of the first case of novel #coronavirus in the country on Thursday, January 30. #nCoV Photo by Inoue Jaena/Rappler https://t.co/iyBsN5fe4i","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1172,13,358
1490,490,1.22E+18,05-01-2020,YoungPageviews,I just saw a guy in a Coronavirus mask smoking a cig in a fascinating display of risk assessment.  I hope the respiratory virus doesn't get him so his lungs will be fresh to inhale some tar and nicotine,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",336,3,12
1491,491,1.22E+18,05-01-2020,zlj517,Updates: Latest video on the construction progress of the first #Coronavirus hospital or #Huoshenshan hospital in #Wuhan. @CSCECNEWS https://t.co/kRxFmA7G0e,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1169,75,428
1492,492,1.22E+18,05-01-2020,triciaruivivar,"Eat shit, Bobong Go! Ground zero ang China, doon galing ang coronavirus, gets ba?! Give up your senate seat, tuta! Ang tanga mo! 🖕🖕🖕 The best and the brightest my ass 🤡🤡🤡 https://t.co/485Ig2qj7X","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",244,1,88
1493,493,1.22E+18,05-01-2020,zlj517,"Updates: latest video of the second #coronavirus makeshift hospital, or #Leishenshan, in Wuhan undertaken by #CSCEC. It is expected to expand to 60,000 square meters with 1600 beds for patients. @CSCECNEWS https://t.co/zjUHeT23GJ","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4255,193,1402
1494,494,1.22E+18,05-01-2020,KLGLASS2,"I'll bet Mr Magoo must be fantasizing about a Catastrophic Tsunami as well.

Ross suggests coronavirus 'will help to accelerate the return of jobs' to US https://t.co/82TOcVVypd","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",174,111,57
1495,495,1.22E+18,05-01-2020,CNN,"There's a virus that has infected 15 million Americans across the country and killed more than 8,200 people this season alone. It's not a new pandemic -- it's influenza. https://t.co/guAfQjtWVZ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",2242,79,1122
1496,496,1.22E+18,05-01-2020,nytimesworld,"Chinese government officials thought they could control the coronavirus and cover up its deadly wake. They were wrong. Listen to today's episode of ""The Daily"" with @hernandezjavier to find out why https://t.co/WKMFLLh22e","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",592,35,562
1497,497,1.22E+18,05-01-2020,BBCWorld,"6,000 people stuck on cruise ship in Italy, after Chinese passenger suspected of having coronavirus
https://t.co/IKmxqpzcvQ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",1230,116,688
1498,498,1.22E+18,05-01-2020,CNN,"With at least 170 people dead from the Wuhan coronavirus, and more than 7,700 cases confirmed in mainland China, several countries are scrambling to evacuate their citizens from the city at the heart of the outbreak. 

@David_Culver is live from Beijing. https://t.co/19TTCSSCDM","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",285,40,119
1499,499,1.22E+18,05-01-2020,marklowen,"BREAKING: Italian news agency @Agenzia_Ansa reports that according to the first tests, #Coronavirus is NOT present on the cruise ship at Civitavecchia.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",319,12,93
1500,0,1.23E+18,27-02-2020,Fmohnigeria,The Federal Ministry of Health has confirmed a coronavirus(Covid-19) case in Lagos State Nigeria. The case which was confirmed on 27/02/2020 is the first case to be reported in Nigeria since the beginning of the outbreak in China in January 2020 @WHO @BBCWorld #CoronaVirusUpdates https://t.co/uF79NYzvAz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3556,567,4578
1501,1,1.23E+18,27-02-2020,ksummrs,Mom just called me to ask if I had any info on the #coronavirus because I work on the “health team” at Twitter...... 🤦🏻‍♀️,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1597,42,22
1502,2,1.23E+18,27-02-2020,vincentbrowne,"The prospect of a virus pandemic leading to further chaos in our health system, 10,279 people homeless, 100,000 waiting for housing, climate change crisis looming, Brexit threat revived, deepening inequality - and Fine Gael playing mind games over government formation Well done.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2854,134,580
1503,3,1.23E+18,27-02-2020,Coronavirus_1,@GHS @WHO I'm gonna have to pump these numbers up 💪,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",796,37,66
1504,4,1.23E+18,27-02-2020,JuddLegum,"Coronavirus exposes all of Trump’s biggest weaknesses:

1. Incompetence

2. Rejection of scientific facts

3. Distrust of expertise

4. Disinterest in long-term planning

5. Embrace of conspiracy theories 

6. Paranoia 

7. Inability to learn from mistakes","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",94879,2304,26529
1505,5,1.23E+18,27-02-2020,Angry_Staffer,"With anywhere from a 2-20 day incubation, this is how you spread a fucking pandemic.

The irresponsibility here is staggering. https://t.co/HnHdXJqXRc","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5033,133,1664
1506,6,1.23E+18,27-02-2020,NebraskaMegan,"The work Nebraska has done to help the United States combat COVID-19 is thanks to UNMC, or as you might refer to it, a “government school.” https://t.co/iNPLpWIzye","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",626,10,87
1507,7,1.23E+18,27-02-2020,MsMelChen,"How kind! A silver lining to the #Coronavirus outbreak.

This amazing cute animal website is offering free access! https://t.co/yTgvzucnMe","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1222,79,181
1508,8,1.23E+18,27-02-2020,carterforva,"So I just learned that ""pandemic bonds"" are a real thing wall street has been speculating on, and honestly just launch me into the sun already.  I want off this planet.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",7830,85,1106
1509,9,1.23E+18,27-02-2020,JohnJCrace,Yet another minister unaware his party has been in power for 10 years. It’s turning into a pandemic https://t.co/jXyKdaLU3b,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4234,100,1178
1510,10,1.23E+18,27-02-2020,MSDNCNews,"#BREAKING:

Martin Shkreli purchases rights to Coronavirus vaccine, immediately raises price to $1.8 million per dose. https://t.co/0GAb5MqQjT","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",696,17,89
1511,11,1.23E+18,27-02-2020,GregAbbott_TX,"Today I met with State Health &amp; Emergency Response Officials to discuss how Texas is responding to the #CoronaVirus. #COVID19

Every agency is on alert &amp; fully prepared.

They have detailed plans to deal with any possible threat.

They collaborate with federal &amp; local officials. https://t.co/A7X6NQPn41","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923,100,225
1512,12,1.23E+18,27-02-2020,rothschildmd,"Yikes. Coronavirus is spreading around the earth, the Dow has dropped 2,000 points in a week, and two NATO members are shooting at each other. But the President got some face time with Diamond and Silk, so we're all fine.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1129,85,286
1513,13,1.23E+18,27-02-2020,mkraju,"“This matter concerns HHS's response to the coronavirus, and its failure to protect its employees and potentially the public.  The retaliatory efforts to intimidate and silence our client must be opposed,” whistleblower attorney says  https://t.co/xsdCoMkO0B","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",651,20,354
1514,14,1.23E+18,26-02-2020,funder,BREAKING: HHS whistleblower says US workers received coronavirus evacuees without proper precautions. Workers lacked proper training and protective gear. The whistleblower was then improperly reassigned after raising concerns. This is sickening. The Trump Admin is disgusting.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",17521,323,6917
1515,15,1.23E+18,26-02-2020,AvaGG,I've prepared myself years ago incase the apocalypse ever happened. I've got everything from MREs to solar power. Bring it on Coronavirus. I can stay in my apt for years without needing to leave. 😷😷,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",602,30,4
1516,16,1.23E+18,26-02-2020,EdanClay,"I don't remember the stock market tanking this bad during any other risk of pandemic. The #TrumpVirus is not just #COVID19US, it's @realDonaldTrump's utter lack of competence combined with his malignant narcissism and inability to tell anything remotely resembling truth.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1500,87,515
1517,17,1.23E+18,26-02-2020,RepLeeZeldin,"As the Coronavirus spreads abroad, Dems want to politicize it by promoting an open borders agenda of all brilliant ideas. 

This doesn’t help solve anything👇 https://t.co/0PUEugxDAK","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5017,495,1413
1518,18,1.23E+18,26-02-2020,caslernoel,"Trump couldn’t keep bedbugs out of his hotels, don’t be shocked that he couldn’t keep Coronavirus out of our country. @realDonaldTrump","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1603,28,434
1519,19,1.23E+18,26-02-2020,ShimonPro,"Dr. Thomas Frieden, the former director of the CDC: “The bigger picture here is it has become clear over the past few days that a pandemic is inevitable. What’s not certain is how severe it will be. There are mild pandemics, moderate and severe.”","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",503,8,250
1520,20,1.23E+18,26-02-2020,ChrisLu44,"More than a dozen workers came in contact with #coronavirus evacuees without proper training or protective gear.

After a whistleblower flagged this problem, she suffered retaliation. This is a grossly irresponsible way to manage a public health crisis. https://t.co/5JfQFpOBcx","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",624,28,305
